,Marca,Gasolina 95,Gasolina 98,Gasóleo A,Direccion,Poblacion,Horario,Fecha
0,PETROMIRALLES,1.279,1.392,1.269,"CALLE PORT DE HAIFA, S/N",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
1,TORTUGA,1.349, ,1.259,"CALLE MAJOR, 26",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
2,PETRONIEVES,1.319,1.419,1.219,"CALLE LLETRA B DE LA ZONA FRANCA, 13",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
3,CEPSA,1.359,1.474,1.269,"CALLE CARACAS, 24",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
4,CONFORT AUTO,1.339,1.475,1.265,"CARRER NUMERO TRES, 50",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
5,REPSOL,1.409,1.539,1.349,"CALLE 6 SECTOR C ZONA FRANCA, S/N",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
6,BP,1.379,1.519,1.289,"CALLE JOAN GÜELL, 207",BARCELONA,L 06,2019-04-14 17:12:00.115294
7,GALP,1.414,1.554,1.294,"PASEO Pº VALLE DE HEBRÓN, 72",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
8,GALP,1.384,1.534,1.289,"CALLE TAJO, 28",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
9,CEPSA,1.409,1.524,1.319,"AVENIDA CLOT, 181",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
10,REPSOL,1.429,1.569,1.319,"AVENIDA MERIDIANA, 267",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
11,REPSOL,1.419,1.559,1.309,"AVENIDA VIRGEN DE MONTSERRAT, 87",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
12,REPSOL,1.419,1.559,1.309,"CALLE LEGALITAT, 59",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
13,GALP,1.364, ,1.244,"Avda. Hospital Militar, 231-237",BARCELONA,L-V 06,2019-04-14 17:12:00.115294
14,OIL PRIX,1.315,1.415,1.189,CARRETERA L'ARRABASSADA KM. 5,BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
15,CEPSA,1.389,1.504,1.289,"CALLE CRAYWINKEL, 1",BARCELONA,L-D 07,2019-04-14 17:12:00.115294
16,GARATGE HORTA,1.348, ,1.268,"PLAZA EIVISSA, 12",BARCELONA,L-D 6,2019-04-14 17:12:00.115294
17,GARDENOIL,1.369, ,1.259,"CALLE EDUARDO CONDE, 11",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
18,CEPSA,1.415,1.529,1.299,"AVENIDA DE ESPLUGUES, 103",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
19,REPSOL,1.429,1.569,1.349,"AVENIDA SARRIA, 126",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
20,SHELL,1.409,1.559,1.309,"CALLE IRADIER, S/N",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
21,RACC,1.229, ,1.149,"AVENIDA DOCTOR MARAÑON, S/N",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
22,MEROIL,1.379,1.519,1.289,"CALLE GALILEU, 210",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
23,REPSOL,1.429,1.569,1.319,"CALLE COLLSEROLA, 2",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
24,NATURGY, , , ,"CALLE DOCTOR AIGUADER, 50",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
25,CEPSA,1.359,1.474,1.269,"CARRETERA C-17 KM. 0,500",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
26,PETROCAT DIRECTE,1.279, ,1.199,"CALLE CIUDAD DE ASUNCIÓN, 69",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
27,PREMOIL,1.215, ,1.156,"CARRER PERE IV, 544",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
28,BP PEDRO IV,1.399,1.542,1.299,"CALLE PEDRO IV, 440",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
29,BALLENOIL,1.289, ,1.199,"CALLE CIUDAD DE ASUNCIÓN, 12",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
30,NATURGY, , , ,"CALLE FRA JUNIPER SERRA, 59-75",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
31,REPSOL,1.429,1.559,1.319,"CL F.JUNIP.SERRA ESQU.SANTANDER, 91",BARCELONA,L-D 07,2019-04-14 17:12:00.115294
32,REPSOL,1.429,1.569,1.319,"CALLE GRAN DE SANT ANDREU, 513",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
33,REPSOL,1.399,1.529,1.299,"CALLE SANT ADRIA, 81",BARCELONA,L-S 06,2019-04-14 17:12:00.115294
34,REPSOL,1.399,1.529,1.299,"CALLE SANTANDER, 102",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
35,BCN OIL,1.279, ,1.209,"CALLE TUCUMAN, 2",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
36,REPSOL,1.429,1.559,1.319,"PASEO GUAYAQUIL, 25",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
37,REPSOL,1.429,1.569,1.349,"AVENIDA DIAGONAL, 687",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
38,REPSOL,1.429,1.569,1.319,"PASEO SANTA COLOMA, 71",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
39,LOW COST LA SAGRERA,1.259, , ,"CALLE SANTANDER, 50",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
40,REPSOL,1.389,1.509,1.299,"PASEO DOCTOR PI Y MOLIST, 110",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
41,REPSOL,1.429,1.569,1.309,"AVENIDA RIO DE JANEIRO, 59",BARCELONA,L-S 06,2019-04-14 17:12:00.115294
42,ESTACION DE SERVICIO FAVENCIA JULIA,1.289,1.389,1.219,"VÍA JULIA, 207",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
43,CEPSA,1.409,1.539,1.319,"PASEO VALLDAURA, 210",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
44,BP,1.379,1.519,1.289,CL VIA FAVENCIA 75 - 121,BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
45,REPSOL,1.429,1.569,1.309,"PASEO VALLDAURA, 106",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
46,GRATSA,1.379,1.499,1.289,"PASEO MARAGALL, 33",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
47,MEROIL,1.326,1.513,1.213,"AVENIDA MERIDIANA, 666",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
48,PETROZAL,1.345,1.399,1.259,"PASSATGE MOÇANVIC, S/N",BARCELONA,L-V 06,2019-04-14 17:12:00.115294
49,CEPSA,1.389,1.504,1.289,"CALLE DIPUTACION, 9",BARCELONA,L-D 07,2019-04-14 17:12:00.115294
50,GALP,1.409,1.524,1.319,"Almogavares, 66",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
51,REPSOL,1.409,1.549,1.319,"CL PASEO ZONA FRANCA, 35",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
52,REPSOL,1.409, ,1.319,"PASSEIG ZONA FRANCA, 82",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
53,REPSOL,1.399,1.539,1.309,"CALLE BALMES, 288",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
54,M AUTOMOCION,1.356,1.495,1.286,"CALLE PERU, 171",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
55,EVOLUTION,1.239,1.285,1.157,"CALLE PERE IV, 79",BARCELONA,L-V 05,2019-04-14 17:12:00.115294
56,SHELL GLORIAS,1.265,1.369,1.189,"AVENIDA DIAGONAL, 189",BARCELONA,L-S 07,2019-04-14 17:12:00.115294
57,GALP,1.389,1.499,1.249,"CALLE BAC DE RODA, 66",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
58,BP ALMOGAVARES,1.409,1.549,1.309,CL ALMOGAVARES 159 - 161,BARCELONA,L-J 06,2019-04-14 17:12:00.115294
59,CEPSA,1.399,1.514,1.309,"CALLE CLOT, 2",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
60,NO HAY, , ,1.243,"CALLE PLOM, 25",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
61,CEPSA,1.399,1.514,1.289,"CALLE LOPE DE VEGA, 125/139",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
62,B-OIL,1.218, ,1.138,"CALLE BAC DE RODA, 130",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
63,CAMPSA,1.399,1.539,1.309,"CALLE PUJADES, 154",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
64,SARAS,1.329,1.469,1.229,"C/TAULAT, 15 ESQ. CIUDAD DE GRANADA, 2-6-8",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
65,GALP, , ,1.149,"CALLE ROC BORONAT, 10",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
66,REPSOL,1.429,1.569,1.329,"AVENIDA DEL LITORAL, 49",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
67,SHELL VILLA OLIMPICA,1.265,1.369,1.189,"PASEO CALVELL, 2",BARCELONA,L-S 09,2019-04-14 17:12:00.115294
68,REPSOL,1.409,1.489,1.309,"AVENIDA BOGATELL, 49",BARCELONA,L-V 07,2019-04-14 17:12:00.115294
69,GALP,1.329,1.469,1.229,"PASSEIG ZONA FRANCA, 81",BARCELONA,L-V 06,2019-04-14 17:12:00.115294
70,PETROPRIX,1.229, ,1.139,"CALLE BADAJOZ, 108",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
71,E.S.MOYANES,1.379,1.509,1.289,"MOIANES, 34",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
72,CEPSA,1.409, ,1.319,"RONDA GENERAL MITRE, 128",BARCELONA,L-J 06,2019-04-14 17:12:00.115294
73,REPSOL,1.409,1.489,1.309,"CALLE DOCTOR AIGUADER, 74",BARCELONA,L-S 07,2019-04-14 17:12:00.115294
74,GALP,1.384,1.534,1.289,"C/ Rambla Volart, 2 - Passeig Maragall",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
75,REPSOL,1.429,1.569,1.319,"CALLE VALENCIA, 503",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
76,CEPSA,1.409,1.524,1.319,"CALLE ROGER DE FLOR, 58",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
77,REPSOL,1.419,1.559,1.319,"CALLE DIPUTACION, 371",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
78,CEPSA,1.419, ,1.319,"CL AVENIDA GAUDI, 1",BARCELONA,L-D 06,2019-04-14 17:12:00.115294
79,REPSOL,1.419,1.559,1.309,"PASEO SAN JUAN - AVDA. DIAGONAL, S/N",BARCELONA,L-S 06,2019-04-14 17:12:00.115294
80,REPSOL,1.419,1.546,1.309,"CALLE PROVENÇA, 315",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
81,CEPSA,1.399,1.509,1.309,"CALLE COMTE D'URGELL, 219",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
82,GALP,1.344,1.474,1.264,"AVINGUDA DEL PARALELO, 132",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
83,GALP,1.409, ,1.319,"CALLE CALLE Y PUERTO AUTONOMO, S/N",BARCELONA,L-V 06,2019-04-14 17:12:00.115294
84,NATURGY, , , ,"CALLE B, ZONA FRANCA, 13",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
85,CEPSA,1.409,1.524,1.309,"AVENIDA PARALELO, 179",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
86,GALP,1.379,1.519,1.279,"Pº de la Zona Franca, 221-239",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
87,HAM, , , ,"CALLE CALLE Y PUERTO, S/N",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
88,ESTACION SERVICIO UBACH SA,1.379,1.659,1.299,"AVINGUDA PARAL.LEL, 25",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
89,CEPSA,1.389,1.504,1.289,"CALLE CASANOVA, 89",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
90,GRATSA,1.379, ,1.289,CASANOVA 23,BARCELONA,L-D 06,2019-04-14 17:12:00.115294
91,CEPSA,1.389, ,1.289,"RONDA SAN PABLO, 39",BARCELONA,L-S 07,2019-04-14 17:12:00.115294
92,TAMOIL,1.369,1.399,1.239,"CALLE PUJADES, 309",BARCELONA,L-D 24H,2019-04-14 17:12:00.115294
93,TAMOIL,1.239,1.299,1.139,"AVENIDA FABREGADA, 55",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
94,REPSOL,1.429,1.559,1.319,"CALLE SANTA EULALIA, 27",HOSPITALET DE LLOBREGAT (L'),L-D 06,2019-04-14 17:12:00.115294
95,GALP,1.229, ,1.159,"AUTOVIA CASTELLDEFELS KM. 2,7",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
96,GALP,1.229, ,1.159,"AUTOVIA CASTELLDEFELS KM. 2,7",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
97,PETRO G24,1.225, ,1.123,"CALLE CALLE COBALT, 190",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
98,BP,1.409,1.552,1.319,"CALLE RENCLUSA, 36",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
99,PORTUARIOS SERVICIOS, , ,1.18,"CALLE PABLO IGLESIAS, 65",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
100,NATURGY, , , ,"CALLE BOTANICA, 114",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
101,ECOBENZ,1.249, ,1.179,"AVINGUDA JOAN CARLES I, 16",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
102,REPSOL,1.409,1.549,1.349,"CALLE CIENCIES, SN",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
103,CEPSA,1.409,1.529,1.319,"CALLE BOTANICA, 74",HOSPITALET DE LLOBREGAT (L'),L-S 06,2019-04-14 17:12:00.115294
104,TAMOIL,1.299,1.339,1.199,"CALLE JUAN RAMON JIMENEZ, 20",HOSPITALET DE LLOBREGAT (L'),L-D 06,2019-04-14 17:12:00.115294
105,BP,1.409,1.499,1.319,"CALLE DE LA FORTUNA, 34",HOSPITALET DE LLOBREGAT (L'),L-S 06,2019-04-14 17:12:00.115294
106,PETROCAT DIRECTE,1.319, ,1.209,"CALLE GRAN VIA, 12",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
107,SARAS,1.249,1.309,1.149,"AVDA. JOSEP TARRADELLAS, 76 -",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
108,GALP,1.329,1.459,1.249,"Collblanc, 14-16",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
109,GALP,1.25, ,1.099,"Ctra. Del Mig, 36-38 Esq.C/Miguel Romeu, 128-132",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
110,PETROLIS COLLBLANC,1.339,1.469,1.259,"CARRETERA COLLBLANC KM. 137,141",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
111,ESTACIO SERVEI CAN BUXERES,1.204, ,1.112,"CALLE MIQUEL PEIRÓ VICTORI, CANTONADA AMETLLERS, S/N",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
112,REPSOL,1.409,1.509,1.319,"RAMBLA MARINA, 428",HOSPITALET DE LLOBREGAT (L'),L-D 06,2019-04-14 17:12:00.115294
113,BONAREA,1.204, ,1.113,"CALLE CR. DEL MIG, 146",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
114,CEPSA,1.409,1.529,1.319,"AUTOVIA CASTELLDEFELS KM. 4,500",HOSPITALET DE LLOBREGAT (L'),L-D 06,2019-04-14 17:12:00.115294
115,EVOLUTION,1.198,1.275,1.109,"CALLE FEMADES/ESQUINA TRAVESSIA INDUSTRIAL, 19,25",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
116,OILPRIX,1.234,1.398,1.133,"TRAVESIA INDUSTRIAL, 147",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
117,SHELL,1.349,1.489,1.269,"AVENIDA DE CARRILET, 269",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
118,BP,1.388,1.531,1.329,"CALLE BOTANICA, 21/23",HOSPITALET DE LLOBREGAT (L'),L-S 06,2019-04-14 17:12:00.115294
119,REPSOL,1.409,1.509,1.319,"PLAZA MAESTRO CLAVE, 10",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
120,BALLENOIL,1.249, ,1.177,"CALLE MIGUEL HERNANDEZ, 116",HOSPITALET DE LLOBREGAT (L'),L-D 24H,2019-04-14 17:12:00.115294
121,FITOGAS,1.377,1.517,1.297,"AVDA. ALFONS XIII, 24 (N-II km 636,5)",BADALONA,L-J 06,2019-04-14 17:12:00.115294
122,EVOLUTION,1.239,1.285,1.157,"CALLE INDUSTRIA, 371",BADALONA,L-D 06,2019-04-14 17:12:00.115294
123,REPSOL,1.429,1.549,1.319,"CL INDUSTRIA, 629",BADALONA,L-D 06,2019-04-14 17:12:00.115294
124,REPSOL,1.429,1.569,1.319,"CALLE SAN BRUNO, 17",BADALONA,L-D 06,2019-04-14 17:12:00.115294
125,BP,1.389,1.531,1.299,CARRETERA DE MATARO KM. 30,BADALONA,L-D 24H,2019-04-14 17:12:00.115294
126,LOWCOSTFUEL,1.229, ,1.169,CARRETERA DE MATARO KM. 1,BADALONA,L-D 24H,2019-04-14 17:12:00.115294
127,CEPSA,1.359,1.474,1.269,"POLIGONO INDUSTRIAL MONTIGALA, RAMBLA DE FRANCIA, 1",BADALONA,L-D 06,2019-04-14 17:12:00.115294
128,CARREFOUR,1.359,1.459,1.269,"AVENIDA COMUNIDAD EUROPEA, S/N",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
129,REPSOL,1.429,1.569,1.319,"AVENIDA PRESIDENT COMPANYS, 280",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
130,BONAREA,1.204, ,1.113,"CALLE ESTIU, 18,20",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
131,KANGUROIL,1.284,1.404,1.207,"AVINGUDA MARQUES DE MONTROIG, 125",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
132,SHELL,1.359,1.509,1.269,"C/ RIERA MONTEALEGRE, 12 km CENTRO COMERCIAL M",BADALONA,L-S 07,2019-04-14 17:12:00.115294
133,REPSOL,1.429,1.549,1.319,"CL AVENIDA ALFONSO XIII, 628",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
134,REPSOL,1.419,1.559,1.309,"RAMBLA SANT JOAN, 117",BADALONA,L-D 06,2019-04-14 17:12:00.115294
135,BP BADANOR,1.389,1.539,1.299,"PLAZA CARITG, 1",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
136,BP MONTIGALA,1.408,1.551,1.299,"AVENIDA DINAMARCA ESQ. COMUNIDAD EUROPEA, S/N",BADALONA,L-D 24H,2019-04-14 17:12:00.115294
137,REPSOL,1.359,1.479,1.219,"CALLE ROMA, DE, 2",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
138,SARAS ENERGIA,1.319,1.439,1.219,COLOM ESQ.TEXTIL POL.IND.S.MARGARITA II,TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
139,Q8,1.379,1.509,1.289,"CTRA. DE MATADEPERA km 1,750",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
140,GALP,1.229, ,1.169,"Rambla Pare Alegre, 39",TERRASSA,L-D 06,2019-04-14 17:12:00.115294
141,BENZEGAR,1.359,1.489,1.289,"AVENIDA 22 DE JULIOL, 269",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
142,BP,1.379,1.509,1.289,"CALLE PARDO BAZAN, 2",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
143,ESCLATOIL,1.259, ,1.169,"AVENIDA JOSEP TARRADELLAS,DE, 2",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
144,OCTOPO,1.229,1.379,1.159,"AVENIDA BEJAR, 373",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
145,"PETRONIEVES, S.L.",1.239,1.359,1.169,"Maestrazgo Esq.C/Matadepera,S/N",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
146,PETROCAT DIRECTE,1.229,1.533,1.159,"CALLE RAMBLA PARE ALEGRE, S/N",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
147,PETRO VALLES,1.249, ,1.159,"AVENIDA JAIME I, 1",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
148,PETRO VALLES,1.249, ,1.159,CARRETERA CASTELLAR KM. 200,TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
149,PETROCAT DIRECTE,1.229, ,1.159,"AVENIDA BEJAR, DE, 399",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
150,PETROCAT DIRECTE,1.229, ,1.159,"AVENIDA VALLES, DEL, 484",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
151,CAMPSA EXPRESS,1.315,1.455,1.215,"CARRETERA RUBI, DE KM. 22,500",TERRASSA,L-D 08,2019-04-14 17:12:00.115294
152,PETROCAT DIRECTE,1.239, ,1.169,"AUTOPISTA C-58 KM. 17,2",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
153,PETROCAT DIRECTE,1.239, ,1.169,"AUTOPISTA C-58 KM. 17,2",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
154,REPSOL,1.379,1.519,1.269,"CARRETERA C-243 KM. 10,9",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
155,SUPECO,1.229,1.369,1.159,CARRETERA CASTELLAR KM. S/N,TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
156,REPSOL,1.409,1.549,1.299,"CALLE COLON, 123",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
157,BALLENOIL,1.247, ,1.167,"AVENIDA MADRID, 15",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
158,REPSOL,1.409,1.549,1.299,"CALLE COLON, 125",TERRASSA,L-D 06,2019-04-14 17:12:00.115294
159,CEPSA,1.409,1.524,1.319,CARRETERA MONTCADA KM. 511,TERRASSA,L-D 06,2019-04-14 17:12:00.115294
160,CEPSA,1.409,1.524,1.319,CARRETERA MONTCADA KM. 608,TERRASSA,L-V 08,2019-04-14 17:12:00.115294
161,PETRO VALLES,1.249,1.369,1.159,"CALLE CAMI FONT DE LES CANYES,D, 54",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
162,PETROLOWCOST,1.248, ,1.178,CARRETERA MONTCADA KM. 666,TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
163,PETROCAT,1.389,1.529,1.279,"AVENIDA DEL VALLÈS, 4",TERRASSA,L-V 05,2019-04-14 17:12:00.115294
164,BP TREVOL,1.395,1.537,1.299,"CALLE GUILLEM DE MUNTANYANS, 208",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
165,GALP,1.299,1.539,1.209,CARRETERA D'OLESA KM. 240,TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
166,CEPSA,1.409,1.524,1.319,"CARRETERA RUBI KM. 27,150",TERRASSA,L-D 06,2019-04-14 17:12:00.115294
167,CEPSA,1.409,1.524,1.319,"CALLE COLOM, 351",TERRASSA,L-D 06,2019-04-14 17:12:00.115294
168,GALP,1.319,1.439,1.219,"AVENIDA TEXTIL,DEL, 34",TERRASSA,L-D 06,2019-04-14 17:12:00.115294
169,PETROCAT DIRECTE,1.409, ,1.279,"CALLE VENUS, DE, 19",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
170,PETROCAT,1.409,1.533,1.299,CARRETERA C-1415A KM. 20,TERRASSA,L-D 06,2019-04-14 17:12:00.115294
171,PETRO7 - PETROLIS INDEPENDENTS,1.275, ,1.185,"CARRER CR. BP-1503 DE RUBI A TERRASSA, 325",TERRASSA,L-D 24H,2019-04-14 17:12:00.115294
172,COBASA,1.299, ,1.209,"AVENIDA VALLES, 149",TERRASSA,L 06,2019-04-14 17:12:00.115294
173,COBASA,1.269,1.419,1.229,"RAMBLA IBERIA D', 203",SABADELL,L-M 06,2019-04-14 17:12:00.115294
174,REPSOL,1.409,1.539,1.339,"CARRETERA N-150 KM. 14,2",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
175,GALP, , , ,"CALLE DOMENECH I MONTANER, 46",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
176,REPSOL BUTANO, , , ,CARRETERA N-150 KM. KM 15,SABADELL,L-S 08,2019-04-14 17:12:00.115294
177,U.S.SABADELL - GAS-OILS ROVIRA-,1.209, ,1.149,"CALLE ROCAFORT, 40",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
178,CEPSA,1.369,1.484,1.279,"CALLE MOLINS DE REI, 135/137",SABADELL,L 07,2019-04-14 17:12:00.115294
179,SHELL,1.259,1.379,1.219,"CALLE DE ROCAFORT, 123",SABADELL,L-D 06,2019-04-14 17:12:00.115294
180,CEPSA,1.409,1.524,1.319,"RONDA SANT PAU DE RIU SEC, 7",SABADELL,L-D 06,2019-04-14 17:12:00.115294
181,REPSOL,1.419,1.539,1.339,"CL JOAQUIN BLUME, 1",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
182,REPSOL,1.429,1.569,1.319,"CALLE VILADOMAT, 201",SABADELL,L-D 06,2019-04-14 17:12:00.115294
183,REPSOL,1.409,1.539,1.339,"AVENIDA MATADEPERA, 247",SABADELL,L-D 06,2019-04-14 17:12:00.115294
184,BP SABADELL,1.409,1.55,1.319,CR TERRASA 101,SABADELL,L 06,2019-04-14 17:12:00.115294
185,REPSOL,1.409,1.533,1.329,"CALLE PRATS LLUSANES - ESQ. C. URGEL, S/N",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
186,BALLENOIL,1.257, ,1.137,"PLAZA RAMON LLULL, 11",SABADELL,L 24H,2019-04-14 17:12:00.115294
187,LOWCOSTFUEL,1.269,1.369,1.149,"CALLE CARRETERA BARCELONA, 340",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
188,ARRAHONA,1.349,1.489,1.309,PS TIRSO DE MOLINA 2/6,SABADELL,L-D 06,2019-04-14 17:12:00.115294
189,MEROIL,1.279,1.389,1.159,"CTRA.BARCELONA,405-409",SABADELL,L-D 06,2019-04-14 17:12:00.115294
190,PETROCAT DIRECTE,1.355, ,1.239,CARRETERA TERRASA KM. 216,SABADELL,L-D 24H,2019-04-14 17:12:00.115294
191,SHELL,1.379,1.529,1.289,"CALLE COSTA I LLOBERA DE, 1",SABADELL,L-D 06,2019-04-14 17:12:00.115294
192,AVIA,1.389,1.499,1.279,"AVENIDA CONCORDIA, 1",SABADELL,L-D 24H,2019-04-14 17:12:00.115294
193,MEROIL,1.289,1.389,1.169,"CALLE ARCADIA, 30",SABADELL,L-D 06,2019-04-14 17:12:00.115294
194,REPSOL,1.419,1.539,1.339,"CALLE DOMENECH I MONTANER, 96",SABADELL,L-D 06,2019-04-14 17:12:00.115294
